,time,meassures of PM2.5 (qm)
38523,385230,5.54
38524,385240,15.78
38525,385250,10.01
38526,385260,3.48
38527,385270,10.72
38528,385280,10.59
38529,385290,10.54
38530,385300,5.18
38531,385310,12.02
38532,385320,7.27
38533,385330,4.42
38534,385340,7.52
38535,385350,11.53
38536,385360,11.53
38537,385370,10.82
38538,385380,4.12
38539,385390,6.29
38540,385400,5.2
38541,385410,13.37
38542,385420,7.66
38543,385430,9.97
38544,385440,6.62
38545,385450,8.89
38546,385460,8.94
38547,385470,9.47
38548,385480,7.37
38549,385490,12.48
38550,385500,7.11
38551,385510,8.81
38552,385520,16.45
38553,385530,11.94
38554,385540,11.42
38555,385550,6.71
38556,385560,9.41
38557,385570,12.44
38558,385580,4.52
38559,385590,5.88
38560,385600,7.22
38561,385610,5.8
38562,385620,10.21
38563,385630,12.43
38564,385640,13.75
38565,385650,8.16
38566,385660,19.57
38567,385670,4.61
38568,385680,14.58
38569,385690,14.9
38570,385700,9.5
38571,385710,13.87
38572,385720,2.77
38573,385730,14.41
38574,385740,7.37
38575,385750,11.05
38576,385760,12.61
38577,385770,5.56
38578,385780,10.3
38579,385790,9.72
38580,385800,1.2
38581,385810,13.86
38582,385820,4.88
38583,385830,1.46
38584,385840,5.31
38585,385850,13.18
38586,385860,12.65
38587,385870,13.89
38588,385880,10.54
38589,385890,11.28
38590,385900,11.24
38591,385910,5.43
38592,385920,6.98
38593,385930,13.88
38594,385940,6.06
38595,385950,8.89
38596,385960,16.11
38597,385970,8.47
38598,385980,16.42
38599,385990,8.8
38600,386000,11.56
38601,386010,3.54
38602,386020,7.29
38603,386030,4.0
38604,386040,0.15
38605,386050,4.42
38606,386060,9.6
38607,386070,4.78
38608,386080,5.61
38609,386090,7.05
38610,386100,1.42
38611,386110,8.23
38612,386120,22.44
38613,386130,8.48
38614,386140,6.2
38615,386150,2.07
38616,386160,8.16
38617,386170,8.54
38618,386180,12.02
38619,386190,11.95
38620,386200,14.52
38621,386210,5.8
38622,386220,6.99
38623,386230,11.25
38624,386240,11.29
38625,386250,7.79
38626,386260,9.22
38627,386270,10.73
38628,386280,5.17
38629,386290,10.11
38630,386300,12.0
38631,386310,8.63
38632,386320,0.07
38633,386330,4.63
38634,386340,1.47
38635,386350,12.93
38636,386360,0.61
38637,386370,5.44
38638,386380,10.41
38639,386390,10.25
38640,386400,10.57
38641,386410,11.0
38642,386420,10.28
38643,386430,9.68
38644,386440,14.53
38645,386450,6.96
38646,386460,11.96
38647,386470,6.31
38648,386480,12.66
38649,386490,0.83
38650,386500,7.96
38651,386510,10.77
38652,386520,10.19
38653,386530,16.87
38654,386540,0.62
38655,386550,12.67
38656,386560,5.22
38657,386570,10.81
38658,386580,14.48
38659,386590,11.15
38660,386600,8.33
38661,386610,9.06
38662,386620,7.69
38663,386630,10.57
38664,386640,8.59
38665,386650,4.3
38666,386660,9.18
38667,386670,11.3
38668,386680,10.46
38669,386690,1.94
38670,386700,4.0
38671,386710,7.88
38672,386720,11.83
38673,386730,7.62
38674,386740,6.22
38675,386750,6.91
38676,386760,9.72
38677,386770,6.61
38678,386780,2.27
38679,386790,4.39
38680,386800,9.46
38681,386810,7.28
38682,386820,7.42
38683,386830,9.05
38684,386840,7.49
38685,386850,5.06
38686,386860,13.73
38687,386870,9.17
38688,386880,9.89
38689,386890,1.7
38690,386900,11.0
38691,386910,4.37
38692,386920,0.56
38693,386930,8.32
38694,386940,14.58
38695,386950,11.13
38696,386960,11.35
38697,386970,10.29
38698,386980,15.7
38699,386990,12.2
38700,387000,13.61
38701,387010,6.45
38702,387020,6.35
38703,387030,10.0
38704,387040,10.92
38705,387050,8.36
38706,387060,10.04
38707,387070,4.43
38708,387080,16.0
38709,387090,8.03
38710,387100,9.83
38711,387110,13.07
38712,387120,12.76
38713,387130,6.14
38714,387140,6.84
38715,387150,12.32
38716,387160,13.33
38717,387170,14.37
38718,387180,14.44
38719,387190,6.12
38720,387200,3.52
38721,387210,10.29
38722,387220,8.22
38723,387230,9.96
38724,387240,7.06
38725,387250,5.28
38726,387260,13.06
38727,387270,9.29
38728,387280,5.38
38729,387290,6.64
38730,387300,5.13
38731,387310,2.5
38732,387320,8.48
38733,387330,7.14
38734,387340,6.17
38735,387350,8.56
38736,387360,13.23
38737,387370,11.97
38738,387380,14.39
38739,387390,12.43
38740,387400,4.39
38741,387410,9.87
38742,387420,10.7
38743,387430,14.77
38744,387440,8.49
38745,387450,6.06
38746,387460,15.05
38747,387470,6.68
38748,387480,1.23
38749,387490,13.47
38750,387500,7.05
38751,387510,8.25
38752,387520,12.44
38753,387530,4.54
38754,387540,18.26
38755,387550,13.93
38756,387560,8.06
38757,387570,11.51
38758,387580,13.85
38759,387590,12.72
38760,387600,6.62
38761,387610,9.14
38762,387620,4.85
38763,387630,16.52
38764,387640,6.92
38765,387650,14.47
38766,387660,8.4
38767,387670,11.27
38768,387680,7.06
38769,387690,3.27
38770,387700,3.38
38771,387710,12.49
38772,387720,4.1
38773,387730,17.89
38774,387740,9.99
38775,387750,14.47
38776,387760,16.1
38777,387770,13.55
38778,387780,3.78
38779,387790,15.27
38780,387800,9.05
38781,387810,11.24
38782,387820,4.59
38783,387830,10.51
38784,387840,7.33
38785,387850,9.89
38786,387860,11.49
38787,387870,4.73
38788,387880,13.68
38789,387890,10.55
38790,387900,11.93
38791,387910,12.75
38792,387920,2.21
38793,387930,9.79
38794,387940,8.74
38795,387950,8.24
38796,387960,8.87
38797,387970,12.95
38798,387980,16.53
38799,387990,5.81
38800,388000,8.61
38801,388010,12.68
38802,388020,9.93
38803,388030,11.91
38804,388040,12.22
38805,388050,11.98
38806,388060,4.29
38807,388070,14.04
38808,388080,6.55
38809,388090,8.09
38810,388100,17.42
38811,388110,6.99
38812,388120,17.92
38813,388130,6.28
38814,388140,11.32
38815,388150,14.43
38816,388160,9.69
38817,388170,8.48
38818,388180,7.88
38819,388190,0.39
38820,388200,9.99
38821,388210,8.07
38822,388220,7.57
38823,388230,2.92
38824,388240,6.86
38825,388250,7.88
38826,388260,4.5
38827,388270,12.32
38828,388280,14.26
38829,388290,11.95
38830,388300,0.24
38831,388310,16.87
38832,388320,1.75
38833,388330,10.79
38834,388340,12.84
38835,388350,2.13
38836,388360,11.96
38837,388370,12.15
38838,388380,14.23
38839,388390,8.98
38840,388400,7.11
38841,388410,6.01
38842,388420,9.68
38843,388430,0.03
38844,388440,5.33
38845,388450,6.86
38846,388460,12.28
38847,388470,13.49
38848,388480,12.15
38849,388490,11.25
38850,388500,6.84
38851,388510,8.08
38852,388520,23.34
38853,388530,13.43
38854,388540,0.95
38855,388550,16.95
38856,388560,11.23
38857,388570,14.8
38858,388580,19.47
38859,388590,8.94
38860,388600,3.09
38861,388610,9.11
38862,388620,10.04
38863,388630,12.91
38864,388640,4.79
38865,388650,5.51
38866,388660,6.57
38867,388670,9.94
38868,388680,5.1
38869,388690,15.17
38870,388700,9.68
38871,388710,12.74
38872,388720,4.39
38873,388730,2.81
38874,388740,14.47
38875,388750,12.02
38876,388760,6.33
38877,388770,7.28
38878,388780,14.41
38879,388790,6.15
38880,388800,8.67
38881,388810,2.63
38882,388820,12.13
38883,388830,13.08
38884,388840,1.56
38885,388850,6.2
38886,388860,10.75
38887,388870,9.86
38888,388880,3.82
38889,388890,18.29
38890,388900,11.68
38891,388910,10.85
38892,388920,13.7
38893,388930,6.66
38894,388940,8.9
38895,388950,10.35
38896,388960,10.06
38897,388970,14.66
38898,388980,14.2
38899,388990,6.46
38900,389000,13.98
38901,389010,11.43
38902,389020,10.51
38903,389030,11.93
38904,389040,8.39
38905,389050,13.35
38906,389060,12.63
38907,389070,16.22
38908,389080,12.24
38909,389090,4.94
38910,389100,3.94
38911,389110,16.97
38912,389120,8.31
38913,389130,11.55
38914,389140,22.11
38915,389150,11.15
38916,389160,4.67
38917,389170,4.5
38918,389180,10.42
38919,389190,11.18
38920,389200,7.56
38921,389210,12.45
38922,389220,10.93
38923,389230,9.53
38924,389240,6.04
38925,389250,9.31
38926,389260,8.56
38927,389270,8.73
38928,389280,4.66
38929,389290,9.39
38930,389300,6.86
38931,389310,14.99
38932,389320,5.96
38933,389330,8.65
38934,389340,4.18
38935,389350,6.72
38936,389360,9.38
38937,389370,14.94
38938,389380,2.44
38939,389390,11.63
38940,389400,4.8
38941,389410,9.0
38942,389420,5.86
38943,389430,2.08
38944,389440,10.58
38945,389450,2.85
38946,389460,12.22
38947,389470,9.53
38948,389480,9.98
38949,389490,8.95
38950,389500,10.08
38951,389510,0.83
38952,389520,10.89
38953,389530,13.45
38954,389540,7.58
38955,389550,14.81
38956,389560,10.78
38957,389570,10.3
38958,389580,3.03
38959,389590,2.75
38960,389600,8.53
38961,389610,12.76
38962,389620,10.0
38963,389630,7.67
38964,389640,7.74
38965,389650,8.02
38966,389660,0.31
38967,389670,14.85
38968,389680,5.42
38969,389690,13.29
38970,389700,4.57
38971,389710,7.41
38972,389720,5.22
38973,389730,15.64
38974,389740,9.54
38975,389750,10.07
38976,389760,11.81
38977,389770,11.3
38978,389780,3.9
38979,389790,16.09
38980,389800,4.63
38981,389810,5.88
38982,389820,12.18
38983,389830,9.88
38984,389840,6.12
38985,389850,15.0
38986,389860,11.48
38987,389870,9.99
38988,389880,7.56
38989,389890,7.71
38990,389900,8.3
38991,389910,10.87
38992,389920,8.22
38993,389930,13.02
38994,389940,11.23
38995,389950,5.53
38996,389960,8.82
38997,389970,4.54
38998,389980,1.22
38999,389990,14.78
39000,390000,6.94
39001,390010,14.96
39002,390020,4.91
39003,390030,9.88
39004,390040,14.26
39005,390050,5.42
39006,390060,10.08
39007,390070,10.26
39008,390080,6.77
39009,390090,9.2
39010,390100,14.26
39011,390110,12.96
39012,390120,13.4
39013,390130,7.86
39014,390140,11.82
39015,390150,7.94
39016,390160,8.98
39017,390170,2.94
39018,390180,8.68
39019,390190,17.62
39020,390200,7.18
39021,390210,6.25
39022,390220,8.01
39023,390230,17.19
39024,390240,10.97
39025,390250,7.63
39026,390260,3.61
39027,390270,2.85
39028,390280,6.32
39029,390290,11.84
39030,390300,8.13
39031,390310,14.74
39032,390320,8.92
39033,390330,6.54
39034,390340,12.43
39035,390350,11.14
39036,390360,15.69
39037,390370,2.57
39038,390380,9.37
39039,390390,0.28
39040,390400,11.41
39041,390410,11.86
39042,390420,7.94
39043,390430,10.67
39044,390440,6.86
39045,390450,13.35
39046,390460,8.51
39047,390470,7.57
39048,390480,7.01
39049,390490,11.75
39050,390500,0.68
39051,390510,7.5
39052,390520,11.81
39053,390530,16.9
39054,390540,12.96
39055,390550,13.46
39056,390560,2.03
39057,390570,2.84
39058,390580,16.8
39059,390590,8.78
39060,390600,3.59
39061,390610,10.57
39062,390620,7.53
39063,390630,4.31
39064,390640,4.06
39065,390650,6.2
39066,390660,13.2
39067,390670,16.39
39068,390680,6.88
39069,390690,0.51
39070,390700,2.92
39071,390710,6.82
39072,390720,13.17
39073,390730,11.29
39074,390740,12.17
39075,390750,7.58
39076,390760,6.81
39077,390770,9.09
39078,390780,8.22
39079,390790,9.79
39080,390800,5.2
39081,390810,5.2
39082,390820,11.5
39083,390830,10.84
39084,390840,9.41
39085,390850,13.04
39086,390860,11.81
39087,390870,15.74
39088,390880,7.07
39089,390890,12.11
39090,390900,9.2
39091,390910,10.45
39092,390920,5.01
39093,390930,6.91
39094,390940,7.24
39095,390950,6.54
39096,390960,0.05
39097,390970,5.45
39098,390980,4.72
39099,390990,11.86
39100,391000,4.76
39101,391010,3.84
39102,391020,1.71
39103,391030,7.77
39104,391040,0.57
39105,391050,11.68
39106,391060,7.33
39107,391070,11.67
39108,391080,5.38
39109,391090,6.67
39110,391100,4.25
39111,391110,5.84
39112,391120,9.2
39113,391130,4.77
39114,391140,10.05
39115,391150,3.91
39116,391160,3.22
39117,391170,15.81
39118,391180,11.95
39119,391190,10.23
39120,391200,7.06
39121,391210,7.16
39122,391220,14.07
39123,391230,7.4
39124,391240,5.29
39125,391250,3.81
39126,391260,9.72
39127,391270,8.72
39128,391280,6.16
39129,391290,15.96
39130,391300,9.83
39131,391310,6.83
39132,391320,18.97
39133,391330,18.26
39134,391340,8.72
39135,391350,11.65
39136,391360,9.45
39137,391370,17.13
39138,391380,2.32
39139,391390,4.26
39140,391400,7.11
39141,391410,12.99
39142,391420,7.29
39143,391430,7.9
39144,391440,8.6
39145,391450,11.33
39146,391460,8.0
39147,391470,11.68
39148,391480,9.61
39149,391490,2.61
39150,391500,11.41
39151,391510,7.43
39152,391520,10.37
39153,391530,8.91
39154,391540,14.25
39155,391550,6.44
39156,391560,2.08
39157,391570,7.44
39158,391580,3.52
39159,391590,7.34
39160,391600,10.88
39161,391610,5.34
39162,391620,7.76
39163,391630,10.3
39164,391640,4.14
39165,391650,9.85
39166,391660,12.95
39167,391670,15.88
39168,391680,9.14
39169,391690,3.61
39170,391700,0.53
39171,391710,8.17
39172,391720,13.12
39173,391730,5.93
39174,391740,6.89
39175,391750,4.48
39176,391760,8.47
39177,391770,3.79
39178,391780,9.64
39179,391790,15.39
39180,391800,10.55
39181,391810,11.65
39182,391820,22.89
39183,391830,5.5
39184,391840,3.73
39185,391850,11.03
39186,391860,6.58
39187,391870,8.73
39188,391880,6.89
39189,391890,8.01
39190,391900,13.4
39191,391910,11.44
39192,391920,9.62
39193,391930,10.78
39194,391940,11.31
39195,391950,13.15
39196,391960,10.69
39197,391970,7.15
39198,391980,4.43
39199,391990,13.78
39200,392000,8.7
39201,392010,4.35
39202,392020,10.26
39203,392030,8.33
39204,392040,13.84
39205,392050,9.3
39206,392060,8.65
39207,392070,5.7
39208,392080,10.71
39209,392090,11.9
39210,392100,6.07
39211,392110,6.26
39212,392120,11.2
39213,392130,12.26
39214,392140,13.06
39215,392150,4.93
39216,392160,10.74
39217,392170,9.92
39218,392180,1.36
39219,392190,6.74
39220,392200,16.24
39221,392210,15.88
39222,392220,4.73
39223,392230,6.6
39224,392240,13.39
39225,392250,6.75
39226,392260,13.1
39227,392270,15.36
39228,392280,3.29
39229,392290,5.26
39230,392300,9.95
39231,392310,13.18
39232,392320,10.82
39233,392330,8.77
39234,392340,9.52
39235,392350,10.96
39236,392360,11.7
39237,392370,12.46
39238,392380,6.17
39239,392390,11.49
39240,392400,8.14
39241,392410,5.46
39242,392420,1.95
39243,392430,8.91
39244,392440,17.22
39245,392450,11.57
39246,392460,2.74
39247,392470,10.85
39248,392480,4.4
39249,392490,9.72
39250,392500,9.91
39251,392510,13.38
39252,392520,9.42
39253,392530,9.98
39254,392540,10.11
39255,392550,8.41
39256,392560,14.01
39257,392570,10.06
39258,392580,2.2
39259,392590,11.02
39260,392600,12.75
39261,392610,13.27
39262,392620,13.5
39263,392630,2.15
39264,392640,6.71
39265,392650,8.93
39266,392660,15.29
39267,392670,6.05
39268,392680,5.36
39269,392690,10.83
39270,392700,11.2
39271,392710,12.5
39272,392720,5.87
39273,392730,12.29
39274,392740,9.32
39275,392750,15.3
39276,392760,9.07
39277,392770,12.05
39278,392780,0.79
39279,392790,7.68
39280,392800,10.47
39281,392810,8.88
39282,392820,4.02
39283,392830,6.33
39284,392840,14.98
39285,392850,8.56
39286,392860,13.43
39287,392870,8.62
39288,392880,6.58
39289,392890,13.15
39290,392900,7.57
39291,392910,2.3
39292,392920,9.47
39293,392930,3.8
39294,392940,1.49
39295,392950,4.8
39296,392960,9.02
39297,392970,12.23
39298,392980,4.6
39299,392990,10.26
39300,393000,14.93
39301,393010,10.44
39302,393020,8.44
39303,393030,10.76
39304,393040,10.63
39305,393050,9.86
39306,393060,2.57
39307,393070,17.3
39308,393080,3.36
39309,393090,17.08
39310,393100,9.8
39311,393110,12.22
39312,393120,12.2
39313,393130,8.96
39314,393140,7.09
39315,393150,3.38
39316,393160,11.71
39317,393170,5.91
39318,393180,10.23
39319,393190,13.17
39320,393200,9.2
39321,393210,9.89
39322,393220,11.61
39323,393230,11.34
39324,393240,3.58
39325,393250,9.59
39326,393260,12.66
39327,393270,5.94
39328,393280,7.39
39329,393290,3.4
39330,393300,8.74
39331,393310,5.21
39332,393320,8.41
39333,393330,15.83
39334,393340,9.69
39335,393350,4.97
39336,393360,3.04
39337,393370,11.4
39338,393380,12.71
39339,393390,10.7
39340,393400,7.86
39341,393410,5.66
39342,393420,14.45
39343,393430,9.87
39344,393440,10.57
39345,393450,12.21
39346,393460,6.93
39347,393470,11.17
39348,393480,9.14
39349,393490,16.23
39350,393500,8.56
39351,393510,8.54
39352,393520,9.68
39353,393530,7.71
39354,393540,8.96
39355,393550,10.88
39356,393560,4.95
39357,393570,8.0
39358,393580,4.5
39359,393590,3.19
39360,393600,6.4
39361,393610,12.9
39362,393620,8.44
39363,393630,12.97
39364,393640,2.58
39365,393650,7.94
39366,393660,11.61
39367,393670,20.09
39368,393680,3.7
39369,393690,12.33
39370,393700,12.62
39371,393710,5.01
39372,393720,7.34
39373,393730,7.14
39374,393740,9.98
39375,393750,7.99
39376,393760,11.24
39377,393770,2.98
39378,393780,7.26
39379,393790,11.03
39380,393800,14.35
39381,393810,5.03
39382,393820,14.84
39383,393830,14.13
39384,393840,10.98
39385,393850,10.29
39386,393860,10.83
39387,393870,11.35
39388,393880,10.74
39389,393890,8.95
39390,393900,8.82
39391,393910,8.77
39392,393920,4.8
39393,393930,11.01
39394,393940,9.86
39395,393950,5.13
39396,393960,8.64
39397,393970,10.83
39398,393980,4.53
39399,393990,2.34
39400,394000,2.73
39401,394010,3.19
39402,394020,4.74
39403,394030,14.38
39404,394040,5.83
39405,394050,15.84
39406,394060,6.91
39407,394070,8.03
39408,394080,14.42
39409,394090,6.1
39410,394100,11.59
39411,394110,1.04
39412,394120,14.81
39413,394130,7.66
39414,394140,12.7
39415,394150,11.95
39416,394160,10.98
39417,394170,12.08
39418,394180,12.97
39419,394190,0.89
39420,394200,9.9
39421,394210,11.49
39422,394220,11.08
39423,394230,14.03
39424,394240,9.95
39425,394250,16.92
39426,394260,11.45
39427,394270,3.55
39428,394280,4.21
39429,394290,6.29
39430,394300,8.41
39431,394310,9.6
39432,394320,4.61
39433,394330,6.53
39434,394340,15.64
39435,394350,11.32
39436,394360,6.98
39437,394370,8.16
39438,394380,7.4
39439,394390,12.68
39440,394400,3.01
39441,394410,8.79
39442,394420,8.4
39443,394430,8.42
39444,394440,10.85
39445,394450,3.53
39446,394460,10.02
39447,394470,8.76
39448,394480,7.6
39449,394490,13.96
39450,394500,5.93
39451,394510,10.03
39452,394520,0.69
39453,394530,7.61
39454,394540,7.72
39455,394550,9.97
39456,394560,9.19
39457,394570,3.25
39458,394580,0.05
39459,394590,6.51
39460,394600,3.24
39461,394610,10.39
39462,394620,6.44
39463,394630,12.61
39464,394640,11.4
39465,394650,10.09
39466,394660,13.16
39467,394670,7.82
39468,394680,15.52
39469,394690,8.11
39470,394700,1.96
39471,394710,7.58
39472,394720,4.58
39473,394730,16.29
39474,394740,9.55
39475,394750,1.7
39476,394760,13.49
39477,394770,18.49
39478,394780,8.48
39479,394790,17.22
39480,394800,8.38
39481,394810,10.77
39482,394820,10.33
39483,394830,3.7
39484,394840,9.18
39485,394850,3.12
39486,394860,9.02
39487,394870,10.78
39488,394880,12.63
39489,394890,10.52
39490,394900,10.08
39491,394910,12.64
39492,394920,9.86
39493,394930,8.33
39494,394940,10.22
39495,394950,10.64
39496,394960,8.92
39497,394970,9.36
39498,394980,11.33
39499,394990,3.48
39500,395000,10.8
39501,395010,4.95
39502,395020,19.57
39503,395030,11.0
39504,395040,8.3
39505,395050,11.93
39506,395060,2.57
39507,395070,7.79
39508,395080,8.4
39509,395090,10.15
39510,395100,0.05
39511,395110,10.44
39512,395120,0.87
39513,395130,15.99
39514,395140,11.16
39515,395150,2.03
39516,395160,6.69
39517,395170,7.71
39518,395180,7.73
39519,395190,13.31
39520,395200,0.4
39521,395210,11.85
39522,395220,6.05
39523,395230,10.31
39524,395240,17.29
39525,395250,5.65
39526,395260,9.82
39527,395270,11.32
39528,395280,5.43
39529,395290,7.78
39530,395300,8.73
39531,395310,11.3
39532,395320,3.08
39533,395330,8.42
39534,395340,5.55
39535,395350,2.56
39536,395360,7.09
39537,395370,2.96
39538,395380,9.66
39539,395390,7.75
39540,395400,11.38
39541,395410,13.7
39542,395420,11.66
39543,395430,7.71
39544,395440,10.94
39545,395450,10.76
39546,395460,4.48
39547,395470,3.21
39548,395480,4.95
39549,395490,15.24
39550,395500,13.28
39551,395510,9.07
39552,395520,12.2
39553,395530,6.67
39554,395540,8.34
39555,395550,11.53
39556,395560,14.2
39557,395570,15.55
39558,395580,11.88
39559,395590,1.34
39560,395600,12.64
39561,395610,4.48
39562,395620,4.98
39563,395630,9.81
39564,395640,7.72
39565,395650,11.23
39566,395660,16.5
39567,395670,8.11
39568,395680,11.66
39569,395690,12.09
39570,395700,10.86
39571,395710,9.69
39572,395720,5.98
39573,395730,8.36
39574,395740,14.93
39575,395750,8.59
39576,395760,14.53
39577,395770,3.64
39578,395780,7.21
39579,395790,11.56
39580,395800,13.25
39581,395810,9.88
39582,395820,15.48
39583,395830,10.32
39584,395840,8.6
39585,395850,11.18
39586,395860,13.29
39587,395870,10.06
39588,395880,11.41
39589,395890,6.62
39590,395900,9.09
39591,395910,9.96
39592,395920,15.3
39593,395930,13.73
39594,395940,6.66
39595,395950,10.52
39596,395960,5.67
39597,395970,11.36
39598,395980,4.39
39599,395990,6.39
39600,396000,8.37
39601,396010,13.88
39602,396020,12.44
39603,396030,8.15
39604,396040,6.67
39605,396050,7.71
39606,396060,9.2
39607,396070,13.21
39608,396080,5.9
39609,396090,9.22
39610,396100,1.11
39611,396110,1.32
39612,396120,13.59
39613,396130,11.61
39614,396140,11.67
39615,396150,6.77
39616,396160,11.75
39617,396170,6.08
39618,396180,2.76
39619,396190,0.98
39620,396200,5.67
39621,396210,8.74
39622,396220,10.29
39623,396230,8.15
39624,396240,16.16
39625,396250,2.8
39626,396260,1.02
39627,396270,11.47
39628,396280,7.75
39629,396290,11.04
39630,396300,13.38
39631,396310,5.25
39632,396320,8.83
39633,396330,11.2
39634,396340,10.05
39635,396350,11.13
39636,396360,7.16
39637,396370,9.27
39638,396380,7.16
39639,396390,6.61
39640,396400,3.3
39641,396410,15.77
39642,396420,7.63
39643,396430,6.66
39644,396440,10.6
39645,396450,13.27
39646,396460,4.57
39647,396470,9.72
39648,396480,12.57
39649,396490,9.92
39650,396500,15.29
39651,396510,16.52
39652,396520,15.03
39653,396530,3.7
39654,396540,12.15
39655,396550,12.17
39656,396560,10.04
39657,396570,5.65
39658,396580,8.89
39659,396590,10.87
39660,396600,10.18
39661,396610,14.19
39662,396620,7.4
39663,396630,4.11
39664,396640,11.55
39665,396650,7.03
39666,396660,13.55
39667,396670,4.31
39668,396680,5.57
39669,396690,9.32
39670,396700,10.44
39671,396710,2.22
39672,396720,7.44
39673,396730,8.63
39674,396740,14.33
39675,396750,12.26
39676,396760,7.19
39677,396770,13.98
39678,396780,11.87
39679,396790,6.75
39680,396800,12.76
39681,396810,9.79
39682,396820,9.9
39683,396830,2.55
39684,396840,10.37
39685,396850,8.15
39686,396860,5.52
39687,396870,4.5
39688,396880,15.05
39689,396890,7.22
39690,396900,5.19
39691,396910,9.25
39692,396920,5.27
39693,396930,7.22
39694,396940,2.16
39695,396950,9.98
39696,396960,11.88
39697,396970,3.55
39698,396980,7.34
39699,396990,8.97
39700,397000,10.87
39701,397010,9.49
39702,397020,5.56
39703,397030,9.09
39704,397040,14.29
39705,397050,12.9
39706,397060,15.49
39707,397070,16.2
39708,397080,10.88
39709,397090,6.11
39710,397100,5.58
39711,397110,17.84
39712,397120,16.71
39713,397130,17.16
39714,397140,9.08
39715,397150,10.08
39716,397160,2.94
39717,397170,3.55
39718,397180,13.38
39719,397190,4.97
39720,397200,7.96
39721,397210,12.91
39722,397220,13.71
39723,397230,4.44
39724,397240,6.61
39725,397250,3.87
39726,397260,7.07
39727,397270,12.34
39728,397280,8.9
39729,397290,9.58
39730,397300,6.62
39731,397310,1.41
39732,397320,12.29
39733,397330,12.85
39734,397340,9.89
39735,397350,7.47
39736,397360,10.38
39737,397370,12.35
39738,397380,8.38
39739,397390,3.8
39740,397400,4.65
39741,397410,8.29
39742,397420,9.18
39743,397430,10.65
39744,397440,8.73
39745,397450,7.99
39746,397460,8.05
39747,397470,13.9
39748,397480,10.54
39749,397490,15.74
39750,397500,6.26
39751,397510,5.85
39752,397520,9.51
39753,397530,9.35
39754,397540,6.76
39755,397550,5.51
39756,397560,12.12
39757,397570,7.6
39758,397580,2.87
39759,397590,10.73
39760,397600,0.08
39761,397610,8.98
39762,397620,5.89
39763,397630,12.77
39764,397640,4.28
39765,397650,0.93
39766,397660,13.05
39767,397670,11.3
39768,397680,9.85
39769,397690,9.44
39770,397700,9.58
39771,397710,17.96
39772,397720,10.03
39773,397730,5.71
39774,397740,10.29
39775,397750,10.07
39776,397760,7.43
39777,397770,7.74
39778,397780,11.13
39779,397790,5.23
39780,397800,4.68
39781,397810,12.58
39782,397820,10.38
39783,397830,9.39
39784,397840,8.97
39785,397850,8.25
39786,397860,17.8
39787,397870,10.3
39788,397880,5.42
39789,397890,12.38
39790,397900,11.54
39791,397910,7.24
39792,397920,10.7
39793,397930,1.19
39794,397940,21.32
39795,397950,16.06
39796,397960,10.12
39797,397970,3.58
39798,397980,8.29
39799,397990,14.91
39800,398000,8.12
39801,398010,1.87
39802,398020,9.23
39803,398030,12.47
39804,398040,10.6
39805,398050,7.88
39806,398060,0.33
39807,398070,10.23
39808,398080,8.93
39809,398090,11.52
39810,398100,6.21
39811,398110,7.67
39812,398120,7.24
39813,398130,2.54
39814,398140,10.27
39815,398150,7.99
39816,398160,18.74
39817,398170,13.93
39818,398180,10.25
39819,398190,9.56
39820,398200,8.09
39821,398210,1.03
39822,398220,9.15
39823,398230,0.53
39824,398240,7.44
39825,398250,6.78
39826,398260,12.7
39827,398270,6.25
39828,398280,7.33
39829,398290,7.05
39830,398300,9.18
39831,398310,7.21
39832,398320,2.47
39833,398330,14.77
39834,398340,8.07
39835,398350,1.08
39836,398360,3.5
39837,398370,9.73
39838,398380,9.53
39839,398390,12.11
39840,398400,9.5
39841,398410,7.7
39842,398420,8.28
39843,398430,4.56
39844,398440,13.9
39845,398450,10.21
39846,398460,2.35
39847,398470,4.42
39848,398480,8.19
39849,398490,5.07
39850,398500,14.46
39851,398510,6.43
39852,398520,6.29
39853,398530,5.29
39854,398540,6.76
39855,398550,7.81
39856,398560,4.81
39857,398570,4.04
39858,398580,6.79
39859,398590,11.12
39860,398600,11.65
39861,398610,12.66
39862,398620,13.0
39863,398630,13.25
39864,398640,11.94
39865,398650,14.2
39866,398660,10.81
39867,398670,6.8
39868,398680,7.2
39869,398690,6.05
39870,398700,6.25
39871,398710,7.33
39872,398720,7.55
39873,398730,14.83
39874,398740,4.65
39875,398750,7.4
39876,398760,15.58
39877,398770,17.22
39878,398780,11.49
39879,398790,10.68
39880,398800,9.29
39881,398810,15.35
39882,398820,12.29
39883,398830,10.34
39884,398840,10.27
39885,398850,5.37
39886,398860,7.97
39887,398870,9.72
39888,398880,7.19
39889,398890,8.44
39890,398900,10.35
39891,398910,5.95
39892,398920,9.35
39893,398930,11.35
39894,398940,11.17
39895,398950,13.63
39896,398960,13.35
39897,398970,11.72
39898,398980,8.93
39899,398990,11.52
39900,399000,5.92
39901,399010,2.98
39902,399020,13.51
39903,399030,9.95
39904,399040,10.41
39905,399050,8.6
39906,399060,8.85
39907,399070,5.73
39908,399080,14.54
39909,399090,8.58
39910,399100,9.64
39911,399110,14.3
39912,399120,4.35
39913,399130,9.25
39914,399140,12.64
39915,399150,15.42
39916,399160,3.56
39917,399170,8.44
39918,399180,18.76
39919,399190,6.07
39920,399200,8.9
